Machine_Type,Temperature_C,Vibration_mm_s,RPM,Pressure_bar,Humidity_percent,Power_kW,Status
Washing_Machine,54.69,5.53,1466,4.4,59.04,2.63,Anomaly
Washing_Machine,36.12,2.11,748,2.04,61.34,1.37,Normal
Washing_Machine,36.73,2.12,830,2.33,33.18,1.58,Normal
Washing_Machine,34.11,2.59,840,1.77,53.72,1.41,Normal
Washing_Machine,34.37,1.8,807,2.03,44.42,1.49,Normal
Washing_Machine,52.57,7.37,1238,2.99,53.02,3.36,Anomaly
Washing_Machine,65.94,5.62,1563,3.81,43.39,2.99,Anomaly
Washing_Machine,35.14,2.04,905,2.24,44.58,1.79,Normal
Washing_Machine,37.76,0.97,958,2.02,69.44,1.35,Normal
Washing_Machine,32.39,2.14,1195,1.82,49.02,1.6,Normal
Washing_Machine,31.6,2.41,989,1.93,34.36,1.23,Normal
Washing_Machine,38.79,2.43,982,2.68,58.86,1.52,Normal
Washing_Machine,37.53,1.48,902,1.88,48.3,1.46,Normal
Washing_Machine,31.78,1.14,862,2.63,33.73,0.98,Normal
Washing_Machine,62.98,6.22,1755,4.64,30.56,2.48,Anomaly
Washing_Machine,41.04,2.0,899,2.07,69.12,1.35,Normal
Washing_Machine,38.88,1.17,920,2.18,51.4,1.18,Normal
Washing_Machine,39.92,2.4,934,2.12,59.26,1.61,Normal
Washing_Machine,73.17,3.68,1267,4.42,33.82,1.82,Anomaly
Washing_Machine,33.47,1.32,992,2.05,44.59,1.01,Normal
Washing_Machine,44.8,1.86,840,2.07,36.32,1.57,Normal
Washing_Machine,31.43,1.73,907,1.8,63.28,1.45,Normal
Washing_Machine,35.26,2.37,783,1.93,34.98,1.28,Normal
Washing_Machine,37.48,1.7,901,1.98,68.47,1.1,Normal
Washing_Machine,35.41,1.78,862,1.93,64.65,1.09,Normal
Washing_Machine,50.72,6.56,1810,3.92,58.53,2.82,Anomaly
Washing_Machine,37.82,1.22,1224,2.59,34.42,1.36,Normal
Washing_Machine,35.11,1.95,987,2.41,59.86,1.27,Normal
Washing_Machine,38.75,1.64,858,1.99,32.54,1.02,Normal
Washing_Machine,52.08,6.95,1633,4.81,65.25,2.61,Anomaly
Washing_Machine,36.33,2.5,981,2.37,30.36,1.47,Normal
Washing_Machine,36.03,2.37,876,2.12,42.37,1.3,Normal
Washing_Machine,55.7,4.63,2051,4.44,35.03,3.33,Anomaly
Washing_Machine,34.68,2.99,1120,1.99,55.81,1.12,Normal
Washing_Machine,36.98,2.67,908,2.29,54.63,1.55,Normal
Washing_Machine,33.55,1.29,1133,2.38,64.37,1.44,Normal
Washing_Machine,44.9,2.46,1070,1.96,64.07,1.27,Normal
Washing_Machine,59.19,6.58,1227,5.24,43.7,2.18,Anomaly
Washing_Machine,41.44,1.23,952,1.9,46.8,1.16,Normal
Washing_Machine,38.96,1.62,816,1.57,52.37,1.23,Normal
Washing_Machine,33.81,2.27,714,2.14,53.28,1.24,Normal
Washing_Machine,36.66,1.7,1017,2.48,59.45,1.53,Normal
Washing_Machine,35.22,2.36,991,1.94,68.27,1.2,Normal
Washing_Machine,36.5,1.24,1200,2.45,65.36,1.3,Normal
Washing_Machine,36.46,1.84,1211,2.82,63.36,1.31,Normal
Washing_Machine,32.67,2.79,1013,1.85,44.88,1.11,Normal
Washing_Machine,32.88,2.83,1062,1.96,45.54,1.26,Normal
Washing_Machine,41.17,2.48,1051,1.98,35.13,1.19,Normal
Washing_Machine,40.06,2.06,1162,2.59,37.31,1.33,Normal
Washing_Machine,36.23,2.46,1039,1.9,35.96,1.47,Normal
Washing_Machine,41.43,1.95,927,2.73,63.3,1.5,Normal
Washing_Machine,39.11,2.16,684,2.75,34.63,1.34,Normal
Washing_Machine,36.24,2.38,1220,1.8,44.83,1.35,Normal
Washing_Machine,56.82,3.92,1254,4.05,52.57,2.54,Anomaly
Washing_Machine,61.4,6.48,1431,5.43,67.1,2.99,Anomaly
Washing_Machine,35.6,1.3,963,2.32,35.84,1.07,Normal
Washing_Machine,43.55,1.66,973,2.23,59.99,1.48,Normal
Washing_Machine,33.32,1.75,903,1.84,40.18,1.25,Normal
Washing_Machine,65.68,5.3,1549,3.72,68.22,2.66,Anomaly
Washing_Machine,33.61,2.14,1027,1.6,65.89,1.62,Normal
Washing_Machine,35.97,1.68,761,1.85,68.12,1.54,Normal
Washing_Machine,55.17,4.71,1603,5.47,42.04,2.59,Anomaly
Washing_Machine,68.74,6.59,1268,4.27,59.67,2.17,Anomaly
Washing_Machine,36.68,2.6,1080,2.32,46.12,1.48,Normal
Washing_Machine,38.14,1.63,977,1.82,58.32,1.56,Normal
Washing_Machine,32.63,1.99,1077,2.0,52.75,1.3,Normal
Washing_Machine,37.8,1.55,1041,2.18,52.95,1.16,Normal
Washing_Machine,37.89,2.21,800,1.77,36.8,1.27,Normal
Washing_Machine,40.96,1.35,967,2.01,57.47,1.3,Normal
Washing_Machine,32.42,2.03,990,2.36,55.47,1.25,Normal
Washing_Machine,33.29,1.51,876,1.97,33.73,1.56,Normal
Washing_Machine,37.63,1.82,888,1.65,30.4,1.16,Normal
Washing_Machine,58.33,6.28,1542,3.68,61.29,2.21,Anomaly
Washing_Machine,30.44,2.07,945,2.04,60.48,1.28,Normal
Washing_Machine,36.43,2.14,782,1.92,48.74,1.24,Normal
Washing_Machine,31.84,0.6,934,1.74,53.68,1.0,Normal
Washing_Machine,70.5,4.1,1842,5.01,60.33,3.33,Anomaly
Washing_Machine,33.32,1.83,909,2.07,51.05,1.58,Normal
Washing_Machine,45.02,2.42,925,1.78,66.85,0.76,Normal
Washing_Machine,36.42,2.61,843,2.13,44.63,1.59,Normal
Washing_Machine,44.9,0.87,915,2.14,50.88,1.54,Normal
Washing_Machine,29.78,2.93,833,2.6,65.71,1.65,Normal
Washing_Machine,36.6,1.95,1097,1.94,40.05,1.57,Normal
Washing_Machine,34.19,2.71,945,2.07,49.56,1.1,Normal
Washing_Machine,35.57,1.69,872,1.78,54.53,1.1,Normal
Washing_Machine,39.08,1.49,927,1.66,47.94,1.2,Normal
Washing_Machine,36.95,2.15,940,2.37,31.96,1.19,Normal
Washing_Machine,37.47,1.52,743,1.73,55.51,1.35,Normal
Washing_Machine,71.54,5.04,1488,4.98,60.17,2.75,Anomaly
Washing_Machine,39.74,1.98,1009,2.7,30.72,1.39,Normal
Washing_Machine,33.48,2.01,765,2.21,56.54,1.26,Normal
Washing_Machine,43.28,2.13,979,2.71,35.75,1.3,Normal
Washing_Machine,36.33,1.89,906,1.83,31.0,1.24,Normal
Washing_Machine,34.98,1.79,955,2.24,44.53,1.46,Normal
Washing_Machine,75.96,6.27,1721,5.12,54.44,3.45,Anomaly
Washing_Machine,35.46,2.15,1158,2.0,59.34,1.19,Normal
Washing_Machine,38.77,2.04,767,2.36,33.37,1.34,Normal
Washing_Machine,44.06,2.12,890,1.9,41.61,1.27,Normal
Washing_Machine,69.16,5.07,1644,5.14,32.53,2.52,Anomaly
Washing_Machine,57.82,5.7,1525,3.06,48.51,3.0,Anomaly
Washing_Machine,34.59,1.5,825,1.35,48.13,1.49,Normal
Washing_Machine,37.35,1.91,891,2.02,55.42,1.34,Normal
Washing_Machine,41.32,1.05,886,1.93,61.58,1.22,Normal
Washing_Machine,68.66,5.32,1615,3.75,62.19,2.71,Anomaly
Washing_Machine,33.95,1.63,820,2.05,54.03,1.05,Normal
Washing_Machine,34.25,2.26,931,1.82,66.33,0.99,Normal
Washing_Machine,31.23,1.11,883,2.31,48.94,1.4,Normal
Washing_Machine,35.44,1.75,740,2.13,62.61,1.26,Normal
Washing_Machine,36.8,2.06,1015,1.87,49.08,0.86,Normal
Washing_Machine,62.74,4.44,1695,4.8,66.37,2.01,Anomaly
Washing_Machine,37.77,1.18,801,2.17,32.19,1.27,Normal
Washing_Machine,39.75,2.44,832,1.98,66.11,0.97,Normal
Washing_Machine,68.3,6.71,1565,4.85,51.14,1.89,Anomaly
Washing_Machine,36.95,1.85,1078,2.24,44.15,1.47,Normal
Washing_Machine,54.67,5.07,1827,3.99,49.29,2.56,Anomaly
Washing_Machine,31.81,2.07,1017,2.64,51.58,1.52,Normal
Washing_Machine,23.95,1.57,1011,2.16,34.18,1.4,Normal
Washing_Machine,35.82,1.59,800,2.3,54.99,1.18,Normal
Washing_Machine,35.21,2.24,899,2.46,65.11,1.23,Normal
Washing_Machine,62.8,4.47,1544,3.95,38.0,2.45,Anomaly
Washing_Machine,38.54,1.21,1000,1.65,30.24,1.28,Normal
Washing_Machine,35.67,2.0,857,2.38,40.43,1.19,Normal
Washing_Machine,38.24,1.88,934,2.13,66.19,1.04,Normal
Washing_Machine,37.54,2.64,952,2.21,47.65,1.47,Normal
Washing_Machine,40.97,1.18,1107,1.74,56.77,1.49,Normal
Washing_Machine,36.28,1.26,890,2.25,62.41,1.58,Normal
Washing_Machine,30.55,1.98,895,2.47,31.56,1.42,Normal
Washing_Machine,36.5,1.15,1053,2.38,61.57,1.31,Normal
Washing_Machine,36.01,1.0,892,1.67,44.97,1.05,Normal
Washing_Machine,40.15,2.35,921,2.19,64.21,1.12,Normal
Washing_Machine,35.39,2.39,938,2.14,60.66,1.36,Normal
Washing_Machine,36.07,1.51,1167,1.75,31.43,1.28,Normal
Washing_Machine,37.13,1.65,759,1.87,45.08,1.32,Normal
Washing_Machine,36.56,1.95,688,1.86,69.58,1.36,Normal
Washing_Machine,63.5,4.32,1793,4.01,64.78,2.9,Anomaly
Washing_Machine,37.82,1.8,888,2.74,33.37,1.28,Normal
Washing_Machine,75.17,5.36,1723,4.36,57.92,1.75,Anomaly
Washing_Machine,81.96,6.0,1416,3.99,39.82,2.2,Anomaly
Washing_Machine,37.12,2.71,1180,1.9,44.84,1.41,Normal
Washing_Machine,32.51,0.69,1130,1.91,53.97,1.41,Normal
Washing_Machine,40.39,1.77,1104,2.38,62.66,1.16,Normal
Washing_Machine,33.63,1.36,999,1.98,32.91,1.37,Normal
Washing_Machine,37.46,1.08,727,1.36,42.0,1.0,Normal
Washing_Machine,62.87,6.29,1972,3.41,53.03,3.24,Anomaly
Washing_Machine,46.13,0.88,803,1.99,66.85,1.24,Normal
Washing_Machine,66.93,5.57,1529,3.75,46.63,3.02,Anomaly
Washing_Machine,33.45,1.77,1095,2.23,37.87,0.97,Normal
Washing_Machine,33.1,1.8,909,1.29,45.93,1.22,Normal
Washing_Machine,39.79,1.61,929,1.82,49.79,1.34,Normal
Washing_Machine,69.32,5.34,1388,3.73,53.09,2.76,Anomaly
Washing_Machine,32.97,1.86,866,1.59,41.77,1.62,Normal
Washing_Machine,41.35,1.72,880,1.86,51.59,1.29,Normal
Washing_Machine,28.25,2.0,1094,2.15,33.92,1.47,Normal
Washing_Machine,43.3,1.62,992,2.03,42.34,1.47,Normal
Washing_Machine,64.91,5.09,1911,3.69,47.35,2.66,Anomaly
Washing_Machine,58.92,5.31,1550,3.93,66.26,2.44,Anomaly
Washing_Machine,37.74,1.55,976,2.11,47.0,1.06,Normal
Washing_Machine,33.91,2.33,981,1.81,65.62,1.48,Normal
Washing_Machine,31.9,1.52,980,1.57,61.66,1.58,Normal
Washing_Machine,33.89,2.45,1049,1.97,50.67,1.49,Normal
Washing_Machine,61.99,6.27,1415,4.64,40.39,3.08,Anomaly
Washing_Machine,35.21,1.71,855,2.71,65.24,1.16,Normal
Washing_Machine,37.79,0.9,1021,1.99,45.68,1.7,Normal
Washing_Machine,36.19,1.59,920,2.0,51.44,1.24,Normal
Washing_Machine,34.08,1.42,893,2.41,42.9,1.42,Normal
Washing_Machine,33.97,1.1,905,2.23,61.35,1.02,Normal
Washing_Machine,34.87,2.74,788,2.23,30.41,1.55,Normal
Washing_Machine,39.6,1.56,884,2.02,38.54,1.46,Normal
Washing_Machine,32.85,1.98,920,1.81,59.55,1.13,Normal
Washing_Machine,36.47,2.2,835,2.04,41.88,1.17,Normal
Washing_Machine,76.01,4.47,1285,4.16,37.32,2.95,Anomaly
Washing_Machine,33.43,1.93,800,2.12,34.66,1.57,Normal
Washing_Machine,35.83,2.8,1066,2.17,37.57,1.36,Normal
Washing_Machine,74.15,4.49,1447,4.58,40.33,2.19,Anomaly
Washing_Machine,39.94,1.7,855,2.05,50.32,1.57,Normal
Washing_Machine,38.23,1.51,1088,2.08,55.56,1.54,Normal
Washing_Machine,66.0,5.48,1601,3.89,30.45,3.64,Anomaly
Washing_Machine,41.29,2.87,1057,2.13,68.26,1.45,Normal
Washing_Machine,39.72,1.68,1080,2.18,40.37,0.94,Normal
Washing_Machine,32.97,1.58,933,2.21,67.99,1.11,Normal
Washing_Machine,71.72,6.68,1471,4.48,68.05,3.07,Anomaly
Washing_Machine,28.53,1.67,777,2.26,62.25,1.53,Normal
Washing_Machine,66.92,5.86,1333,4.21,63.35,2.53,Anomaly
Washing_Machine,36.31,1.83,756,2.25,63.79,1.17,Normal
Washing_Machine,34.44,2.04,965,1.7,67.4,1.43,Normal
Washing_Machine,36.73,2.61,858,1.75,62.5,1.57,Normal
Washing_Machine,32.41,1.68,1223,2.08,48.21,1.4,Normal
Washing_Machine,31.43,1.17,931,2.03,40.16,1.21,Normal
Washing_Machine,31.33,1.21,1046,1.89,69.04,1.37,Normal
Washing_Machine,37.24,2.2,972,1.87,30.24,1.09,Normal
Washing_Machine,35.39,2.38,863,2.41,37.76,1.1,Normal
Washing_Machine,54.82,6.49,1656,5.04,40.39,2.46,Anomaly
Washing_Machine,60.17,4.26,1742,3.9,49.9,2.29,Anomaly
Washing_Machine,40.08,2.17,835,1.9,57.85,1.22,Normal
Washing_Machine,74.84,5.02,1741,5.12,34.94,2.74,Anomaly
Washing_Machine,36.06,2.37,1173,2.14,32.81,1.3,Normal
Washing_Machine,40.43,1.75,1001,1.85,31.27,1.43,Normal
Washing_Machine,35.78,1.76,1041,2.21,42.94,1.01,Normal
Washing_Machine,40.88,1.57,918,1.85,36.2,1.42,Normal
Washing_Machine,41.69,2.13,963,2.32,58.51,1.51,Normal
Washing_Machine,41.92,2.27,1140,2.58,58.18,1.58,Normal
Washing_Machine,35.81,1.59,816,1.81,40.26,1.69,Normal
Washing_Machine,36.98,1.87,878,2.45,44.89,1.61,Normal
Washing_Machine,37.38,1.39,1008,1.71,41.43,1.5,Normal
Washing_Machine,30.94,1.78,931,2.26,62.01,1.28,Normal
Washing_Machine,35.09,1.98,902,1.99,47.33,1.63,Normal
Washing_Machine,43.91,1.77,861,2.34,60.45,1.34,Normal
Washing_Machine,37.27,2.54,807,2.14,39.8,1.36,Normal
Washing_Machine,24.66,2.04,864,1.85,64.93,1.75,Normal
Washing_Machine,31.09,1.48,911,2.18,40.42,1.14,Normal
Washing_Machine,38.73,1.74,1179,1.8,48.35,1.01,Normal
Washing_Machine,65.61,4.81,1846,3.63,56.94,2.48,Anomaly
Washing_Machine,61.45,3.12,1492,3.53,58.57,4.05,Anomaly
Washing_Machine,40.18,1.66,857,2.49,65.56,1.23,Normal
Washing_Machine,36.65,1.3,949,1.82,60.51,0.97,Normal
Washing_Machine,29.76,1.86,858,1.8,52.94,1.08,Normal
Washing_Machine,33.15,0.63,889,1.91,43.57,1.31,Normal
Washing_Machine,37.81,2.31,986,1.44,46.66,1.41,Normal
Washing_Machine,33.02,2.07,899,1.85,32.38,1.75,Normal
Washing_Machine,55.03,5.95,1566,4.79,65.1,2.44,Anomaly
Washing_Machine,40.45,2.06,805,2.51,40.94,1.24,Normal
Washing_Machine,40.37,1.72,859,2.51,52.23,1.36,Normal
Washing_Machine,45.19,2.46,1048,1.64,47.76,1.43,Normal
Washing_Machine,33.81,1.39,877,2.39,52.95,1.54,Normal
Washing_Machine,30.2,1.7,1105,2.29,57.47,1.19,Normal
Washing_Machine,35.54,2.22,993,1.74,66.88,1.74,Normal
Washing_Machine,33.82,2.36,951,2.25,38.03,1.3,Normal
Washing_Machine,39.64,1.87,908,1.68,62.93,1.62,Normal
Washing_Machine,27.34,1.8,1126,1.94,55.6,1.06,Normal
Washing_Machine,32.06,1.87,989,2.05,54.51,1.38,Normal
Washing_Machine,44.09,1.76,1009,2.16,61.79,1.18,Normal
Washing_Machine,34.64,1.84,874,1.72,62.7,1.02,Normal
Washing_Machine,65.29,4.32,1911,3.42,64.95,3.02,Anomaly
Washing_Machine,36.37,0.96,982,2.16,64.33,1.32,Normal
Washing_Machine,36.43,1.25,1040,2.32,58.15,1.29,Normal
Washing_Machine,37.93,1.47,1134,2.47,62.71,1.2,Normal
Washing_Machine,35.52,1.12,1021,2.39,67.41,0.92,Normal
Washing_Machine,33.69,1.72,982,2.5,65.96,1.09,Normal
Washing_Machine,31.98,2.08,735,2.13,53.54,1.12,Normal
Washing_Machine,68.77,4.17,1230,4.61,68.44,3.31,Anomaly
Washing_Machine,62.97,5.96,1598,5.29,54.46,2.35,Anomaly
Washing_Machine,36.24,2.16,823,2.58,68.93,1.37,Normal
Washing_Machine,35.55,1.97,871,1.53,43.68,1.64,Normal
Washing_Machine,35.33,1.98,806,1.67,52.9,1.09,Normal
Washing_Machine,40.28,2.04,760,2.37,61.29,1.07,Normal
Washing_Machine,38.62,1.36,911,2.34,39.81,1.04,Normal
Washing_Machine,42.02,1.71,892,2.62,33.25,1.3,Normal
Washing_Machine,37.31,2.14,851,2.24,33.46,1.22,Normal
Washing_Machine,36.42,2.04,837,2.67,69.46,1.67,Normal
Washing_Machine,42.77,0.91,1184,2.61,47.58,1.2,Normal
Washing_Machine,36.88,2.0,832,1.74,50.48,1.16,Normal
Washing_Machine,34.09,1.19,930,2.66,68.09,1.69,Normal
Washing_Machine,32.94,1.78,890,2.57,32.1,1.26,Normal
Washing_Machine,28.76,1.73,939,2.37,48.22,1.4,Normal
Washing_Machine,37.4,1.48,854,2.73,41.37,1.45,Normal
Washing_Machine,32.7,2.22,826,1.71,44.12,1.58,Normal
Washing_Machine,57.43,7.24,1721,4.08,68.92,2.58,Anomaly
Washing_Machine,37.6,2.07,963,1.69,68.43,1.67,Normal
Washing_Machine,57.01,5.38,1535,4.94,44.45,3.09,Anomaly
Washing_Machine,58.6,6.08,1756,3.9,35.02,3.31,Anomaly
Washing_Machine,37.24,2.37,1108,1.92,54.11,1.62,Normal
Washing_Machine,64.51,5.4,1727,3.57,50.06,2.8,Anomaly
Washing_Machine,53.56,5.29,1446,5.42,58.81,2.33,Anomaly
Washing_Machine,67.84,4.73,1597,3.23,40.32,2.12,Anomaly
Washing_Machine,41.83,1.83,1029,1.95,69.48,1.21,Normal
Washing_Machine,34.43,1.34,1018,2.31,42.55,1.17,Normal
Washing_Machine,32.66,2.42,1057,2.45,59.57,1.57,Normal
Washing_Machine,35.86,1.71,896,2.11,30.24,1.41,Normal
Washing_Machine,28.23,2.7,988,2.34,56.57,1.59,Normal
Washing_Machine,33.65,1.54,884,1.77,61.96,1.28,Normal
Washing_Machine,37.29,1.37,1149,2.09,51.81,1.23,Normal
Washing_Machine,30.33,2.29,1040,1.76,46.45,1.55,Normal
Washing_Machine,32.76,1.04,961,1.97,60.91,1.46,Normal
Washing_Machine,33.52,1.65,886,1.82,48.71,1.58,Normal
Washing_Machine,34.23,1.59,1004,2.97,53.57,1.14,Normal
Washing_Machine,37.11,1.64,1072,2.04,30.95,1.57,Normal
Washing_Machine,36.74,1.74,958,2.11,42.48,1.58,Normal
Washing_Machine,34.51,2.43,953,1.93,60.44,0.98,Normal
Washing_Machine,78.04,5.58,1600,3.76,61.4,2.44,Anomaly
Washing_Machine,38.35,1.92,1034,2.56,50.42,1.68,Normal
Washing_Machine,34.14,1.83,929,1.84,57.11,1.32,Normal
Washing_Machine,36.25,2.2,995,1.87,39.49,1.26,Normal
Washing_Machine,68.04,5.67,1380,4.21,41.27,3.38,Anomaly
Washing_Machine,35.28,1.65,1089,2.17,36.82,1.26,Normal
Washing_Machine,33.22,1.69,960,2.07,55.99,1.36,Normal
Washing_Machine,29.66,1.4,983,1.85,46.14,1.3,Normal
Washing_Machine,42.28,1.15,874,2.06,64.92,1.41,Normal
Washing_Machine,37.96,2.48,903,2.29,56.43,1.12,Normal
Washing_Machine,37.07,1.19,1086,2.15,51.49,1.26,Normal
Washing_Machine,30.25,1.37,959,2.09,59.51,1.4,Normal
Washing_Machine,34.72,1.99,715,2.42,36.98,1.49,Normal
Washing_Machine,65.83,6.58,1360,5.07,34.22,2.99,Anomaly
Washing_Machine,51.83,3.95,1585,4.53,43.92,2.23,Anomaly
Washing_Machine,53.96,4.07,1862,4.62,51.71,3.39,Anomaly
Washing_Machine,41.2,2.56,1034,1.88,67.59,1.16,Normal
Washing_Machine,37.31,2.39,797,1.95,45.09,1.37,Normal
Washing_Machine,39.84,1.77,958,1.29,65.61,1.4,Normal
Washing_Machine,34.56,2.31,1002,2.01,69.66,0.96,Normal
Washing_Machine,29.36,1.05,994,1.95,53.93,1.38,Normal
Washing_Machine,34.21,2.37,969,1.92,56.56,1.73,Normal
Washing_Machine,33.15,1.75,1138,2.05,65.78,1.29,Normal
Washing_Machine,30.12,0.33,994,2.12,32.29,1.1,Normal
Washing_Machine,32.61,1.5,662,2.26,67.81,1.56,Normal
Washing_Machine,39.26,2.2,902,2.05,33.28,1.5,Normal
Washing_Machine,39.14,1.92,1012,1.95,61.4,1.14,Normal
Washing_Machine,33.58,1.75,913,2.21,34.32,1.0,Normal
Washing_Machine,58.2,3.4,1547,4.38,36.71,2.88,Anomaly
Washing_Machine,40.44,1.11,969,2.02,38.11,1.46,Normal
Washing_Machine,38.1,1.08,1023,2.25,54.11,1.25,Normal
Washing_Machine,37.91,1.95,778,2.18,53.87,1.27,Normal
Washing_Machine,46.12,2.19,1086,1.96,36.94,1.31,Normal
Washing_Machine,62.77,6.11,1804,4.13,46.5,2.87,Anomaly
Washing_Machine,33.94,1.53,834,1.34,48.57,1.4,Normal
Washing_Machine,30.57,1.12,1108,2.08,53.67,1.25,Normal
Washing_Machine,36.22,1.61,1133,2.25,66.71,1.25,Normal
Washing_Machine,64.17,6.81,1778,3.52,52.94,3.23,Anomaly
Washing_Machine,35.31,2.61,1081,2.41,64.43,1.4,Normal
Washing_Machine,38.62,2.01,878,2.07,66.04,1.51,Normal
Washing_Machine,38.46,2.56,875,1.5,35.23,1.58,Normal
Washing_Machine,37.99,2.38,878,2.23,33.03,1.73,Normal
Washing_Machine,62.58,2.75,2169,4.59,35.69,2.78,Anomaly
Washing_Machine,38.4,1.07,983,1.67,44.21,1.43,Normal
Washing_Machine,44.34,2.6,836,1.9,53.68,1.16,Normal
Washing_Machine,37.84,2.15,837,2.05,68.99,1.52,Normal
Washing_Machine,37.98,2.1,901,1.81,53.92,1.33,Normal
Washing_Machine,37.66,2.66,1037,2.17,34.2,0.88,Normal
Washing_Machine,30.61,1.73,818,2.38,40.88,1.2,Normal
Washing_Machine,40.38,1.37,1088,1.94,64.53,1.22,Normal
Washing_Machine,32.06,2.26,1016,2.34,54.76,1.75,Normal
Washing_Machine,35.1,2.64,763,2.0,50.62,1.09,Normal
Washing_Machine,39.81,1.8,975,2.21,35.98,1.15,Normal
Washing_Machine,36.89,1.19,1080,2.04,60.25,1.72,Normal
Washing_Machine,39.75,1.96,948,1.58,51.86,1.36,Normal
Washing_Machine,61.13,4.45,1937,4.14,36.43,3.33,Anomaly
Washing_Machine,35.92,2.29,983,2.33,37.58,1.35,Normal
Washing_Machine,51.48,5.55,1564,5.42,33.31,2.92,Anomaly
Washing_Machine,37.91,2.55,1039,1.95,41.07,1.22,Normal
Washing_Machine,36.7,1.38,1078,1.79,54.3,1.64,Normal
Washing_Machine,29.45,2.35,1268,2.26,50.91,1.74,Normal
Washing_Machine,39.41,1.95,844,2.07,62.08,1.53,Normal
Washing_Machine,26.58,2.96,968,2.36,44.93,1.41,Normal
Washing_Machine,36.24,1.92,876,1.98,63.68,1.53,Normal
Washing_Machine,37.51,1.72,1284,2.54,37.17,1.61,Normal
Washing_Machine,62.37,5.74,1576,3.4,49.64,3.02,Anomaly
Washing_Machine,40.97,1.13,758,2.13,53.6,1.31,Normal
Washing_Machine,37.61,1.87,1183,1.84,42.56,1.28,Normal
Washing_Machine,38.61,1.95,716,2.25,63.94,0.91,Normal
Washing_Machine,39.88,1.89,1004,1.98,43.57,1.28,Normal
Washing_Machine,36.12,1.63,1136,1.77,62.59,1.14,Normal
Washing_Machine,35.07,0.95,850,2.58,68.65,1.4,Normal
Washing_Machine,72.07,6.07,1417,4.48,63.81,2.63,Anomaly
Washing_Machine,38.81,1.52,798,1.94,57.03,1.4,Normal
Washing_Machine,33.44,1.83,893,2.53,46.59,1.48,Normal
Washing_Machine,35.4,1.81,967,1.66,38.33,1.39,Normal
Washing_Machine,25.55,1.81,906,1.56,42.36,1.32,Normal
Washing_Machine,37.9,1.92,1054,2.11,45.31,1.02,Normal
Washing_Machine,45.16,6.35,1411,5.09,47.27,3.28,Anomaly
Washing_Machine,31.69,2.46,995,2.3,57.6,1.56,Normal
Washing_Machine,35.01,1.83,1008,2.19,43.98,1.37,Normal
Washing_Machine,38.4,1.27,1139,2.11,46.98,0.9,Normal
Washing_Machine,42.64,1.63,1071,1.97,46.81,1.15,Normal
Washing_Machine,37.83,2.38,972,2.29,42.31,1.15,Normal
Washing_Machine,41.16,1.68,1052,1.98,68.95,1.3,Normal
Washing_Machine,43.77,1.31,908,1.91,53.53,1.13,Normal
Washing_Machine,36.23,2.0,820,2.08,45.46,1.29,Normal
Washing_Machine,43.18,1.11,875,2.24,63.73,1.34,Normal
Washing_Machine,38.53,1.73,802,1.81,66.77,1.19,Normal
Washing_Machine,36.53,1.95,919,2.21,61.68,0.93,Normal
Washing_Machine,36.26,2.66,1003,2.07,69.62,1.21,Normal
Washing_Machine,40.25,1.51,934,2.39,57.93,1.35,Normal
Washing_Machine,39.45,2.26,1011,2.13,42.17,1.45,Normal
Washing_Machine,37.12,2.32,649,1.87,44.92,1.17,Normal
Washing_Machine,41.53,1.57,1128,2.11,68.07,1.45,Normal
Washing_Machine,74.04,4.39,1534,4.73,36.48,2.77,Anomaly
Washing_Machine,37.84,1.47,1006,2.48,61.55,1.37,Normal
Washing_Machine,31.59,1.67,1074,2.15,57.12,1.11,Normal
Washing_Machine,36.53,0.81,728,2.48,54.27,0.61,Normal
Washing_Machine,67.4,6.06,1305,4.2,57.68,2.65,Anomaly
Washing_Machine,45.84,1.65,845,2.15,63.49,1.16,Normal
Washing_Machine,35.15,2.51,1077,2.21,32.93,1.12,Normal
Washing_Machine,64.41,4.26,1662,3.66,53.15,2.36,Anomaly
Washing_Machine,38.83,2.17,925,1.88,54.03,1.37,Normal
Washing_Machine,26.3,2.09,952,1.78,42.17,1.54,Normal
Washing_Machine,64.39,7.37,1451,4.3,54.0,2.97,Anomaly
Washing_Machine,45.41,1.5,831,2.2,65.43,1.27,Normal
Washing_Machine,39.85,2.44,979,1.92,55.43,1.43,Normal
Washing_Machine,34.76,1.95,985,2.08,60.86,1.42,Normal
Washing_Machine,34.3,2.21,975,2.29,52.87,1.02,Normal
Washing_Machine,34.13,1.7,977,2.34,54.26,1.34,Normal
Washing_Machine,35.03,2.52,637,1.98,53.25,1.4,Normal
Washing_Machine,37.36,1.22,1003,2.11,39.2,1.04,Normal
Washing_Machine,36.51,1.36,866,1.95,39.65,1.24,Normal
Washing_Machine,36.8,1.92,861,1.7,56.3,1.3,Normal
Washing_Machine,33.9,1.88,880,2.27,53.17,1.26,Normal
Washing_Machine,30.47,3.05,851,1.91,35.6,1.32,Normal
Washing_Machine,30.07,1.77,925,2.18,37.92,1.09,Normal
Washing_Machine,35.14,2.68,1017,2.31,56.64,1.7,Normal
Washing_Machine,38.15,1.8,814,1.69,52.37,0.81,Normal
Washing_Machine,36.92,2.01,1064,1.89,57.55,1.31,Normal
Washing_Machine,72.85,6.51,1565,3.19,55.87,3.03,Anomaly
