text,topic,source_type,source_credibility,article_length,contradiction_score,semantic_similarity,readability_score,sentiment,trust_score
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Social Media Post,3,3110,0.58,0.58,34.43,Negative,31.27
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Social Media Post,3,4579,0.54,0.43,76.37,Neutral,37.61
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,News Article,6,1289,0.02,0.88,68.09,Neutral,81.17
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Blog,4,4243,0.75,0.85,91.83,Positive,50.86
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Blog,4,2615,0.11,0.96,40.76,Negative,59.64
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Educational Website,7,3161,0.01,0.97,87.39,Neutral,90.3
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,Social Media Post,3,3842,0.74,0.95,79.05,Positive,44.63
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Blog,4,1454,0.65,0.79,57.78,Positive,39.35
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,Government Website,8,1750,0.4,0.59,70.57,Negative,77.28
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Blog,4,1085,0.96,0.55,65.38,Negative,29.19
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Educational Website,7,4739,0.45,0.95,98.24,Positive,79.82
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,News Article,6,525,0.25,0.47,82.89,Neutral,69.79
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Government Website,8,1036,0.26,0.74,48.92,Neutral,78.3
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,News Article,6,323,0.97,0.78,97.01,Negative,62.09
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Educational Website,7,4259,0.28,0.55,54.89,Positive,74.77
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Government Website,8,2132,0.64,0.49,90.78,Negative,72.33
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Blog,4,3116,0.1,0.68,64.96,Neutral,60.0
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Government Website,8,1150,0.62,0.47,32.76,Negative,65.44
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,News Article,6,2623,0.27,0.81,66.13,Positive,70.68
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Research Paper,9,1019,0.56,0.57,43.27,Neutral,76.47
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Social Media Post,3,2353,0.06,0.54,62.21,Positive,42.86
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Government Website,8,1324,0.08,0.8,92.63,Negative,99.64
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Blog,4,798,0.9,0.71,36.69,Positive,29.27
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,Educational Website,7,3892,0.11,0.66,94.78,Positive,88.98
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Blog,4,2347,0.25,0.76,72.89,Negative,52.92
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Educational Website,7,1597,0.03,0.76,60.38,Neutral,79.05
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Blog,4,1761,0.36,0.88,98.72,Negative,65.24
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Social Media Post,3,3161,0.21,0.5,97.86,Neutral,50.99
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Educational Website,7,2259,0.55,0.96,95.59,Negative,78.55
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Blog,4,488,0.84,0.59,63.01,Negative,30.8
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,Educational Website,7,3261,0.27,0.83,68.34,Negative,83.05
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Research Paper,9,2301,0.9,0.81,54.33,Negative,80.31
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,News Article,6,1341,0.26,0.41,72.99,Neutral,62.19
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Social Media Post,3,1697,0.95,0.61,53.15,Positive,20.26
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Educational Website,7,1409,0.4,0.66,55.1,Positive,69.97
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Educational Website,7,4075,0.45,0.78,68.68,Neutral,78.57
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Social Media Post,3,3699,0.63,0.88,95.45,Positive,45.93
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Educational Website,7,1137,0.61,0.92,96.52,Neutral,79.66
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Educational Website,7,4692,0.44,0.81,95.07,Positive,81.15
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,Government Website,8,3334,0.75,0.7,43.87,Negative,70.9
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Educational Website,7,420,0.34,0.49,63.88,Negative,71.33
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Social Media Post,3,3441,0.98,0.83,34.39,Negative,27.15
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Research Paper,9,450,0.06,0.59,56.99,Negative,98.4
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Blog,4,161,0.93,1.0,82.32,Neutral,47.23
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,News Article,6,4543,0.64,0.96,37.35,Positive,60.79
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Educational Website,7,483,0.83,0.87,52.16,Positive,64.13
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Government Website,8,297,0.86,0.88,99.43,Positive,77.28
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Social Media Post,3,667,0.34,0.91,36.75,Neutral,44.47
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Educational Website,7,3083,0.01,0.53,55.28,Negative,73.29
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Educational Website,7,4274,0.32,0.91,83.47,Negative,78.72
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Blog,4,3985,0.82,0.46,77.81,Positive,33.65
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Government Website,8,255,0.59,0.91,68.45,Negative,82.6
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,Blog,4,281,0.03,0.65,70.06,Negative,59.88
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Research Paper,9,4817,0.89,0.85,93.29,Positive,84.27
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,News Article,6,1048,0.99,0.73,40.05,Negative,49.8
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Research Paper,9,3575,0.11,0.65,88.35,Negative,100.0
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Social Media Post,3,2013,0.84,0.67,73.23,Negative,29.96
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Blog,4,662,0.81,0.6,98.31,Neutral,41.25
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,Research Paper,9,3039,0.36,0.87,35.96,Positive,86.63
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Government Website,8,4820,0.84,0.51,96.33,Positive,68.84
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Educational Website,7,4656,0.05,0.47,85.85,Negative,85.8
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Social Media Post,3,2218,0.59,0.92,68.14,Positive,42.03
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Blog,4,2700,0.29,0.6,89.66,Negative,58.43
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,Educational Website,7,1217,0.73,0.56,73.91,Negative,67.42
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Blog,4,1831,0.12,0.62,66.65,Negative,53.87
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Educational Website,7,4018,0.09,0.8,56.88,Negative,82.1
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Educational Website,7,1685,0.62,0.48,82.37,Positive,70.66
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Social Media Post,3,2953,0.36,0.91,80.41,Positive,47.24
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Blog,4,690,0.81,0.92,67.91,Negative,39.01
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Social Media Post,3,3581,0.05,0.44,97.91,Neutral,48.58
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Social Media Post,3,4088,0.13,0.6,47.14,Negative,37.97
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Government Website,8,747,0.57,0.79,78.25,Negative,80.3
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,News Article,6,2236,0.58,0.42,67.36,Negative,55.49
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Blog,4,3281,0.64,0.43,87.21,Positive,42.85
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Blog,4,4672,0.29,0.96,41.37,Neutral,47.96
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,Research Paper,9,3942,0.37,0.8,99.24,Negative,93.8
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Research Paper,9,2739,0.03,0.79,55.25,Positive,100.0
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Social Media Post,3,3040,0.4,0.92,48.93,Positive,42.23
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,Government Website,8,1502,0.59,0.65,40.53,Negative,68.92
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Research Paper,9,915,0.32,0.47,93.44,Positive,90.86
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Blog,4,1692,0.3,0.7,33.44,Neutral,47.14
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,News Article,6,4179,0.22,0.76,93.48,Negative,73.24
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Social Media Post,3,1717,0.95,0.62,33.98,Negative,18.74
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Blog,4,588,0.12,0.44,39.61,Neutral,46.24
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Blog,4,2247,0.07,0.95,31.58,Negative,58.62
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Research Paper,9,2429,0.43,0.58,90.2,Negative,94.11
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Research Paper,9,1262,0.93,0.5,62.22,Negative,69.84
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Social Media Post,3,288,0.71,0.94,85.48,Negative,39.73
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Research Paper,9,386,0.01,0.47,84.26,Neutral,100.0
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Educational Website,7,1392,0.62,0.66,30.34,Positive,60.97
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Blog,4,2288,0.11,0.48,95.4,Positive,56.58
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,News Article,6,3919,0.4,0.91,46.69,Negative,64.01
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,Social Media Post,3,1082,0.62,0.6,99.05,Positive,40.66
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,Blog,4,3878,0.53,0.62,30.64,Negative,40.49
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,News Article,6,1615,0.93,0.74,86.92,Neutral,60.28
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,News Article,6,1334,0.6,0.51,31.38,Neutral,47.72
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Blog,4,3393,0.04,0.55,50.32,Neutral,54.4
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,News Article,6,3433,0.11,0.7,63.19,Positive,68.74
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Blog,4,1981,0.25,0.63,45.77,Positive,45.57
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,News Article,6,1448,0.87,0.48,61.51,Positive,43.28
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Research Paper,9,3245,0.43,0.71,68.67,Negative,93.85
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Blog,4,4180,0.47,0.78,73.11,Neutral,54.25
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Social Media Post,3,3289,0.65,0.89,98.13,Positive,41.35
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Blog,4,1421,0.31,0.86,56.32,Neutral,55.89
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Research Paper,9,1648,0.48,0.64,42.79,Negative,78.29
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Social Media Post,3,4627,0.03,0.5,76.64,Neutral,46.84
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,News Article,6,2367,0.85,0.61,60.34,Neutral,48.99
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,News Article,6,1807,0.9,0.84,40.14,Negative,54.12
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Blog,4,894,0.41,0.77,40.92,Negative,49.81
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Educational Website,7,2881,0.3,0.81,57.88,Positive,79.67
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,News Article,6,332,0.49,0.55,57.92,Negative,58.2
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,News Article,6,729,0.65,0.77,81.45,Negative,61.5
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Government Website,8,4716,0.13,0.87,67.2,Neutral,96.13
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,Government Website,8,3202,0.96,0.4,64.72,Negative,59.3
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Educational Website,7,2660,0.76,0.75,51.43,Neutral,65.39
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Social Media Post,3,3781,0.23,0.52,37.11,Positive,40.56
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Social Media Post,3,1266,0.87,0.97,45.78,Negative,31.03
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Government Website,8,4652,0.28,0.81,52.36,Neutral,86.7
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Blog,4,4005,0.87,0.43,95.32,Neutral,34.76
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Blog,4,1782,0.33,0.82,63.2,Positive,52.47
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Educational Website,7,3357,0.35,0.85,61.79,Neutral,73.82
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,News Article,6,4238,0.43,0.98,75.13,Neutral,75.37
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Government Website,8,3966,0.11,0.84,99.02,Positive,96.14
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Research Paper,9,4038,0.84,0.45,98.06,Neutral,78.59
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,News Article,6,3338,0.03,0.86,32.9,Positive,72.75
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Blog,4,3413,0.27,0.8,71.75,Neutral,56.0
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,News Article,6,4727,0.04,0.58,30.4,Neutral,67.39
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,News Article,6,4791,0.68,0.71,62.11,Positive,52.96
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Blog,4,1467,0.52,0.68,89.11,Neutral,53.82
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,News Article,6,1057,0.69,0.59,95.66,Negative,64.28
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,News Article,6,3587,0.06,0.66,62.02,Positive,70.42
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,News Article,6,1459,0.95,0.87,54.81,Positive,52.22
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Research Paper,9,3863,0.56,0.53,34.45,Negative,76.89
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Social Media Post,3,3455,0.15,0.97,68.29,Neutral,54.33
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Blog,4,4813,0.11,0.62,32.87,Negative,51.52
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,News Article,6,1578,0.79,0.49,79.67,Neutral,49.08
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Research Paper,9,2560,0.82,0.53,36.54,Positive,70.25
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Educational Website,7,1348,0.21,0.85,78.83,Positive,78.65
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Social Media Post,3,295,0.19,1.0,91.12,Positive,62.11
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Research Paper,9,2194,0.53,0.6,72.27,Negative,86.63
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Social Media Post,3,666,0.72,0.92,94.79,Negative,40.88
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Social Media Post,3,2012,0.09,0.79,32.45,Negative,43.14
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Educational Website,7,2044,0.16,0.61,53.44,Positive,73.86
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Research Paper,9,3074,0.51,0.75,84.06,Neutral,89.0
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Educational Website,7,3801,0.37,0.99,68.25,Positive,80.0
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Blog,4,4775,0.26,0.9,62.86,Negative,60.2
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Blog,4,2143,0.8,0.9,85.9,Positive,45.19
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,Educational Website,7,3923,0.63,0.84,44.35,Positive,62.92
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Government Website,8,2148,0.23,0.89,47.92,Negative,83.84
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Government Website,8,2791,0.22,0.88,55.7,Positive,83.67
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Government Website,8,1921,0.01,0.87,55.21,Negative,92.07
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Educational Website,7,1061,0.03,0.7,94.61,Positive,91.1
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Educational Website,7,176,0.35,0.81,80.16,Neutral,82.77
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Social Media Post,3,4923,0.04,0.91,55.79,Positive,51.1
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Blog,4,1881,0.15,0.85,75.45,Neutral,63.76
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Research Paper,9,4976,0.64,0.68,69.62,Neutral,86.03
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Research Paper,9,3387,0.65,0.74,30.62,Negative,78.28
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Research Paper,9,3877,0.2,0.57,32.43,Neutral,89.67
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Educational Website,7,1413,0.48,0.73,77.31,Positive,76.14
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Educational Website,7,2163,0.37,0.71,90.57,Neutral,77.36
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Social Media Post,3,4948,0.2,0.76,74.91,Negative,44.81
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Government Website,8,922,0.58,0.68,62.93,Negative,70.88
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Educational Website,7,3217,1.0,0.75,85.09,Positive,67.06
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,News Article,6,1831,0.1,0.63,97.47,Negative,79.42
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Social Media Post,3,4279,0.45,0.6,86.55,Neutral,41.3
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Research Paper,9,1935,0.86,0.93,88.54,Positive,90.61
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,News Article,6,252,0.46,0.52,57.58,Negative,55.45
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Social Media Post,3,3719,0.16,0.41,34.42,Positive,37.58
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Blog,4,4509,0.36,0.96,98.26,Positive,66.81
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,News Article,6,1783,0.53,0.73,65.96,Positive,58.49
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Research Paper,9,3866,0.55,0.95,97.89,Negative,96.37
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Blog,4,2001,0.17,0.77,43.33,Positive,55.27
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Educational Website,7,4594,0.09,0.67,35.6,Positive,71.25
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Social Media Post,3,1484,0.7,0.76,87.62,Neutral,41.0
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Research Paper,9,4091,0.68,0.77,77.3,Positive,82.77
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Blog,4,268,0.28,0.53,95.67,Neutral,53.64
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,News Article,6,2140,0.08,0.87,33.9,Neutral,69.18
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Educational Website,7,4148,0.31,0.88,34.31,Neutral,74.92
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Educational Website,7,4096,0.61,0.5,42.61,Negative,62.26
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Social Media Post,3,2644,0.82,0.75,91.15,Positive,41.57
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Blog,4,3029,0.98,0.88,51.49,Neutral,30.56
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,News Article,6,974,0.16,0.63,76.36,Neutral,73.28
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,News Article,6,748,0.73,0.64,70.53,Neutral,59.56
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Government Website,8,895,0.12,0.96,79.44,Positive,100.0
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Research Paper,9,2679,0.22,0.64,74.2,Neutral,92.51
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Educational Website,7,4710,0.51,0.71,37.14,Neutral,65.21
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,Research Paper,9,1342,0.66,0.99,93.69,Positive,94.02
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Educational Website,7,735,0.77,0.44,76.71,Positive,65.04
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Educational Website,7,3223,0.95,0.76,57.91,Neutral,61.77
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Social Media Post,3,3137,0.55,0.75,52.95,Neutral,31.4
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Educational Website,7,4896,0.52,0.46,82.7,Neutral,72.01
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Government Website,8,518,0.23,0.88,68.71,Negative,87.32
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Government Website,8,3719,0.86,0.73,46.49,Negative,66.45
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,News Article,6,1825,0.04,0.51,46.11,Neutral,63.83
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Social Media Post,3,2532,0.61,0.45,77.07,Positive,33.9
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Government Website,8,3625,0.84,0.88,71.76,Negative,70.82
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Educational Website,7,4873,0.6,0.83,99.76,Negative,75.95
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Government Website,8,4348,0.43,0.45,34.2,Neutral,69.26
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Social Media Post,3,578,0.92,0.83,56.29,Negative,27.15
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Social Media Post,3,3708,0.43,0.69,42.71,Positive,31.8
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Social Media Post,3,3199,0.13,0.74,94.41,Positive,59.3
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Research Paper,9,3933,0.14,0.97,83.28,Negative,100.0
